基金代码,基金简称
016061,长城环保主题混合C
020653,恒生前海兴泰混合A
002084,新华鑫动力灵活配置混合C
002161,银华万物互联灵活配置混合A
013915,大成红利优选一年持有混合发起C
006969,圆信永丰高端制造A
011769,富国精诚回报12个月持有期混合A
021312,华宝安享混合C
005374,中加紫金灵活配置混合C
009767,安信平稳双利3个月持有混合C
010839,易方达瑞安灵活配置混合A
013930,中银证券恒瑞9个月持有混合C
009901,易方达磐固六个月持有期混合C
013436,大成景气精选六个月持有混合C
012595,招商瑞享1年持有期混合C
001324,华宝新价值混合
501063,汇添富悦享两年持有混合
017389,中银证券凌瑞6个月持有期混合A
200007,长城安心回报混合A
080007,长盛同鑫行业配置混合A
550001,中信保诚四季红混合A
012237,工银新价值灵活配置混合C
014558,华商品质慧选混合A
020132,中邮趋势精选灵活配置混合C
001067,鹏华弘盛混合A
002602,易方达丰惠混合
011913,华夏永泓一年持有混合A
012177,华泰保兴价值成长C
013624,嘉实价值创造三年持有期混合A
018434,嘉实均衡配置混合
023245,东海启元添益6个月持有混合发起式C
002116,广发安享混合A
001836,易方达瑞祥混合C
012879,中信建投量化精选6个月持有混合C
020695,海富通红利优选混合A
005840,富国产业驱动混合A
008210,南方宝泰一年混合C
015125,易方达悦鑫一年持有混合A
025395,圆信永丰高端制造C
002134,广发鑫裕混合A
009249,易方达磐泰一年持有期混合A
010870,汇添富稳健鑫添益六个月持有混合A
020358,东方红慧鑫甄选6个月持有混合A
002021,华夏回报二号混合
005245,国泰聚优价值灵活配置混合C
001247,华泰柏瑞新利混合A
013226,景顺长城安景一年持有期混合C
016683,天弘广盈六个月持有混合C
012259,天弘鑫悦成长混合C
008178,同泰慧盈混合A
019015,中欧国企红利混合A
001574,中海混改红利混合A
006336,泓德量化精选混合
017220,永赢合嘉一年持有混合A
006541,南方成份精选混合C
003734,万家瑞盈灵活配置混合A
003692,大成景尚灵活配置混合A
010244,平安瑞尚六个月持有混合C
010729,中泰兴诚价值一年持有混合C
009955,广发鑫裕混合C
014874,惠升惠远回报混合A
519050,海富通安颐收益混合A
009549,汇添富中盘价值精选混合C
010840,易方达瑞安灵活配置混合C
012681,永赢鑫辰混合A
014768,景顺长城华城稳健6个月持有期混合C
019973,海富通产业优选混合C
023762,广发智选启航混合C
023807,招商红利量化选股混合C
000367,国泰安康定期支付混合A
006752,天弘港股通精选A
017390,中银证券凌瑞6个月持有期混合C
018561,中信保诚多策略混合(LOF)C
001745,易方达瑞富灵活配置混合I
022733,申万菱信盛利精选混合C
008513,南方宝丰混合A
021431,景顺长城精锐成长混合A
001380,鹏华弘盛混合C
002017,招商瑞丰灵活配置混合发起式C
519127,浦银盛世A
017765,大成均衡增长混合C
015988,万家远见先锋一年持有期混合C
000804,中信建投稳利混合A
008347,中信建投甄选混合A
003693,大成景尚灵活配置混合C
013623,湘财周期轮动一年持有混合
019432,永赢睿信混合C
002006,工银新得益混合
002339,海富通安颐收益混合C
011395,博时恒元6个月持有期混合A
011192,广发恒荣三个月持有期混合A
012682,永赢鑫辰混合C
018603,永赢鑫欣混合C
519616,银河君信混合A
002792,景顺长城顺益回报混合A
002091,华泰柏瑞新利混合C
012436,万家招瑞回报一年持有混合C
014901,兴全兴裕混合C
002061,国泰安康定期支付混合C
002574,招商瑞庆混合A
011709,中欧嘉益一年持有期混合C
019521,景顺长城价值发现混合A1
004390,平安转型创新混合A
012388,国金ESG持续增长混合C
010116,民生加银新兴产业混合A
014593,西部利得聚优一年持有期混合
022259,鹏华弘盛混合E
000121,华夏永福混合A
001415,中信保诚新锐混合A
014329,国联优势产业混合A
020654,恒生前海兴泰混合C
010901,中欧生益稳健一年混合C
003735,万家瑞盈灵活配置混合C
009937,东方欣益一年持有期混合A
410001,华富竞争力优选混合A
340001,兴全可转债混合
020359,东方红慧鑫甄选6个月持有混合C
004720,华夏睿磐泰茂混合A
003697,华夏睿磐泰盛混合A
005474,泰康均衡优选混合A
012881,国泰景气优选混合C
017957,汇添富稳健鑫添益六个月持有混合C
002117,广发安享混合C
011914,华夏永泓一年持有混合C
013625,嘉实价值创造三年持有期混合C
014559,华商品质慧选混合C
020696,海富通红利优选混合C
002046,中信保诚新锐混合B
015144,中欧智能制造混合C
021974,天弘优势企业混合发起C
023232,国泰合利6个月持有混合A
519177,浦银盛世C
004227,泰信鑫利混合A
006921,南方智诚混合
009691,国泰浩益混合A
013569,天弘永利优佳混合A
013430,交银趋势混合C
001810,中欧潜力价值灵活配置混合A
011193,广发恒荣三个月持有期混合C
014160,易方达悦融一年持有混合A
014892,永赢添添欣12个月持有混合A
008577,财通碳中和一年持有混合C
003379,中信保诚至选混合A
001746,易方达瑞富灵活配置混合E
012170,华夏永顺一年持有混合A
015126,易方达悦鑫一年持有混合C
008715,景顺长城价值驱动一年持有混合
024461,宏利睿智领航混合A
008179,同泰慧盈混合C
010690,万家互联互通核心资产量化A
016265,中信建投趋势领航两年持有混合A
006753,天弘港股通精选C
009829,长城优选增强六个月持有混合A
010683,国联景颐6个月持有混合A
009232,鹏华安惠混合A
010333,华夏核心资产混合A
017221,永赢合嘉一年持有混合C
009233,鹏华安惠混合C
012475,平安优质企业混合A
017979,交银国企改革灵活配置混合C
501028,财通多策略福瑞混合发起式(LOF)A
008499,鹏扬景科混合A
014875,惠升惠远回报混合C
002388,天弘裕利灵活配置混合A
012568,天弘高端制造混合A
161727,招商增荣混合(LOF)
003380,中信保诚至选混合C
002001,华夏回报混合A
001907,国投瑞银境煊灵活配置混合A
009774,财通资管优选回报一年持有期混合
011770,富国精诚回报12个月持有期混合C
014267,华商竞争力优选混合A
004750,广发鑫和A
010176,中加新兴消费混合A
011251,华安聚嘉精选混合A
012368,大摩优享六个月持有期混合A
011027,国寿安保稳弘混合A
015133,华安鼎安优选一年持有混合A
202003,南方绩优成长混合A
003282,中信保诚至裕混合A
020779,湘财新能源量化选股混合A
001265,国泰兴益灵活配置混合A
018932,中信保诚四季红混合C
020360,中海混改红利混合C
003822,中信建投轮换混合A
010738,大成优选升级一年持有混合A
015965,长城安心回报混合C
017230,宝盈价值成长混合A
006844,中信建投稳利混合C
010072,方正富邦策略精选A
000690,前海开源大海洋混合
008348,中信建投甄选混合C
002166,华夏永福混合C
005997,天弘裕利灵活配置混合C
008274,大成行业先锋混合A
011872,中邮悦享6个月持有期混合A
012218,博时乐享混合A
023167,浦银盛世E
002197,国泰鑫策略价值灵活配置混合A
002793,景顺长城顺益回报混合C
009250,易方达磐泰一年持有期混合C
160916,大成优选混合(LOF)A
519222,海富通欣益混合A
004721,华夏睿磐泰茂混合C
009246,大摩ESG量化混合A
009266,鹏扬景合六个月混合A
011028,国寿安保稳弘混合C
014330,国联优势产业混合C
018174,富国产业驱动混合C
017464,长江楚财一年持有期混合发起A
019712,博时稳合一年持有期混合A
002664,万家瑞和灵活配置混合A
003283,中信保诚至裕混合C
001266,国投瑞银招财混合A
009653,大成丰享回报混合A
011781,泓德慧享混合A
019016,中欧国企红利混合C
022161,鹏华安惠混合E
022785,国泰鑫策略价值灵活配置混合E
000436,易方达裕惠定开混合A
003839,易方达瑞通灵活配置混合A
011746,南方誉浦一年持有混合A
000214,广发成长优选混合
005815,农银汇理睿选灵活配置混合
013980,光大恒鑫混合A
015634,中金景气驱动混合发起C
015519,安信远见稳进一年持有混合A
009391,汇添富优质成长混合A
009692,国泰浩益混合C
001817,易方达瑞兴灵活配置混合I
008488,华商恒益稳健混合
009539,兴业睿进混合A
003593,国泰景气行业灵活配置混合
010117,民生加银新兴产业混合C
012487,博时恒玺一年持有期混合A
022784,国泰鑫策略价值灵活配置混合C
002055,国泰兴益灵活配置混合C
001268,富国国家安全主题混合A
001280,银华聚利灵活配置混合A
005535,泰信竞争优选混合
021795,广发稳信六个月持有期混合A
002665,万家瑞和灵活配置混合C
519617,银河君信混合C
009950,财通资管均衡价值一年持有期混合
011396,博时恒元6个月持有期混合C
002514,招商丰益混合A
002455,民生加银鑫喜混合A
005274,中银景福回报混合A
009536,汇添富稳健增益一年持有混合A
009515,中欧真益稳健一年混合A
010073,方正富邦策略精选C
000573,天弘通利混合A
360011,光大动态优选灵活配置混合A
008514,南方宝丰混合C
010890,交银鸿福六个月持有混合A
010834,国泰同益18个月持有期混合A
012430,农银瑞康6个月持有混合
009817,红塔红土稳健精选混合A
023233,国泰合利6个月持有混合C
004845,南华瑞盈混合发起A
014627,财通多策略福瑞混合发起式(LOF)C
014693,万家兴恒回报一年持有期混合A
013570,天弘永利优佳混合C
014893,永赢添添欣12个月持有混合C
022006,中信保诚至选混合E
009938,东方欣益一年持有期混合C
021432,景顺长城精锐成长混合C
012171,华夏永顺一年持有混合C
001316,安信稳健增值混合A
519221,海富通欣益混合C
010991,长盛同鑫行业配置混合C
015134,华安鼎安优选一年持有混合C
024498,宏利睿智领航混合C
006136,广发估值优势混合A
005475,泰康均衡优选混合C
004405,国寿安保稳寿混合A
009830,长城优选增强六个月持有混合C
003840,易方达瑞通灵活配置混合C
010891,交银鸿福六个月持有混合C
010684,国联景颐6个月持有混合C
010188,中欧添益一年混合A
011086,易方达瑞康混合A
002515,招商丰益混合C
009819,嘉实鑫福一年持有期混合
002358,国投瑞银瑞祥A
008500,鹏扬景科混合C
540004,汇丰晋信2026周期混合
012569,天弘高端制造混合C
014488,国投瑞银产业升级两年持有混合A
001818,易方达瑞兴灵活配置混合E
015309,国投瑞银境煊灵活配置混合E
004751,广发鑫和C
010177,中加新兴消费混合C
010940,大成安享得利六月持有混合A
012369,大摩优享六个月持有期混合C
017966,华富竞争力优选混合C
010691,万家互联互通核心资产量化C
011945,汇添富稳健增益一年持有混合C
011989,汇安鑫泽稳健一年持有期混合A
019713,博时稳合一年持有期混合C
010215,中欧达益稳健一年混合A
020780,湘财新能源量化选股混合C
000753,华宝量化对冲混合A
003823,中信建投轮换混合C
010739,大成优选升级一年持有混合C
001570,南方利安A
008415,国泰大制造两年持有期混合
011410,中信建投量化进取A
004406,国寿安保稳寿混合C
016388,汇安均衡成长混合A
011616,国投瑞银瑞祥C
005939,工银新能源汽车混合A
501188,汇添富核心精选混合(LOF)
008275,大成行业先锋混合C
009268,创金合信稳健增利6个月持有期A
009849,安信稳健聚申一年持有期混合A
012219,博时乐享混合C
014161,易方达悦融一年持有混合C
023078,西部利得多策略优选混合A
003189,汇添富保鑫灵活配置混合A
010941,大成安享得利六月持有混合C
015258,鹏华稳享一年持有期混合A
019752,海富通悦享一年持有期混合A
070001,嘉实成长收益混合A
011782,泓德慧享混合C
012965,招商瑞泰1年持有混合A
016266,中信建投趋势领航两年持有混合C
021333,信澳国企智选混合A
009654,大成丰享回报混合C
012412,汇泉策略优选混合A
004391,平安转型创新混合C
004357,南方智慧混合
007085,招商瑞庆混合C
021543,国投瑞银招财混合C
004965,泓德致远混合A
002326,银华聚利灵活配置混合C
010835,国泰同益18个月持有期混合C
013981,光大恒鑫混合C
014771,中泰红利优选一年持有混合发起
016344,易方达裕惠定开混合C
020657,信澳红利智选混合A
003877,富国久利稳健配置混合A
001115,广发聚安混合A
001580,南方利安C
011087,易方达瑞康混合C
019370,富国久利稳健配置混合E
019894,天弘通利混合C
021919,国泰海通红利量化选股混合A
501017,国泰融丰外延增长混合(LOF)A
009820,嘉实浦惠6个月持有期混合A
011873,中邮悦享6个月持有期混合C
021796,广发稳信六个月持有期混合C
001908,国投瑞银境煊灵活配置混合C
013540,汇添富稳健睿享一年持有混合D
012277,国泰佳益混合A
012459,汇添富稳健睿享一年持有混合A
014995,中欧量化先锋混合A
014268,华商竞争力优选混合C
001110,中欧瑾泉灵活配置混合A
003344,鹏华弘惠灵活配置混合C
163810,中银价值混合A
006005,诺安鼎利混合A
011138,广发聚鸿六个月持有期混合A
011252,华安聚嘉精选混合C
011550,湘财创新成长一年持有期混合A
025049,民生加银鑫喜混合C
001111,中欧瑾泉灵活配置混合C
003343,鹏华弘惠灵活配置混合A
011249,嘉实稳裕混合A
519752,交银新回报灵活配置混合A
010334,华夏核心资产混合C
012488,博时恒玺一年持有期混合C
011050,天弘裕新混合A
015089,中银景福回报混合C
011208,泰康招享混合A
003900,交银瑞鑫六个月持有期混合A
021381,华宝量化对冲混合D
015520,安信远见稳进一年持有混合C
000894,中欧睿达6个月持有混合A
004966,泓德致远混合C
009818,红塔红土稳健精选混合C
011347,易方达宁易一年持有混合A
000639,宝盈祥瑞混合A
001139,华安新动力灵活配置混合A
180012,银华富裕主题混合A
014694,万家兴恒回报一年持有期混合C
018750,山证资管精选行业混合发起式A
620004,金元顺安价值增长混合
005764,中欧潜力价值灵活配置混合C
011762,平安鑫瑞混合C
011761,平安鑫瑞混合A
673030,西部利得多策略优选混合C
009387,嘉实稳福混合A
009540,兴业睿进混合C
012701,安信民安回报一年持有混合A
010830,国泰通利9个月持有期混合A
025116,天弘裕新混合E
003591,华泰柏瑞享利混合A
012702,安信民安回报一年持有混合C
025598,国泰海通新锐量化选股混合A
009137,嘉实瑞和两年持有期混合
009686,华夏磐利一年定开混合A
011430,广发估值优势混合C
018008,大成优选混合(LOF)C
017465,长江楚财一年持有期混合发起C
001905,华安安益灵活配置混合A
011521,鹏扬景源一年持有混合A
012943,广发稳睿六个月持有混合A
013209,金鹰大视野混合A
519760,交银新回报灵活配置混合C
001922,国泰多策略收益灵活配置混合A
011747,南方誉浦一年持有混合C
004202,华夏泰兴混合A
009392,汇添富优质成长混合C
012476,平安优质企业混合C
270001,广发聚富混合
004083,国联安鑫隆混合A
001338,安信稳健增值混合C
001073,华泰柏瑞量化绝对收益混合
003594,长盛盛崇灵活配置混合A
710002,富安达策略精选混合A
011788,工银聚益混合A
021590,兴全竞争优势混合A
001531,招商安益灵活配置混合A
166107,信澳量化多因子混合(LOF)A
009516,中欧真益稳健一年混合C
011990,汇安鑫泽稳健一年持有期混合C
012659,华安安益灵活配置混合C
012667,国联景泓一年持有混合A
008277,财通资管行业精选混合
012607,汇添富保鑫灵活配置混合C
013190,国联景惠混合A
004129,国联安鑫汇混合A
006540,南方绩优成长混合C
011411,中信建投量化进取C
017231,宝盈价值成长混合C
001164,中欧琪和灵活配置混合A
001710,安信新趋势混合A
004846,南华瑞盈混合发起C
001755,嘉实新思路混合A
014541,华安新能源主题混合A
018448,中欧琪和灵活配置混合E
519115,浦银红利精选混合A
005940,工银新能源汽车混合C
009269,创金合信稳健增利6个月持有期C
001202,东方红领先精选混合A
009648,中欧睿达6个月持有混合C
015259,鹏华稳享一年持有期混合C
020562,东方红领先精选混合C
019753,海富通悦享一年持有期混合C
023289,国泰多策略收益灵活配置混合C
003595,长盛盛崇灵活配置混合C
013044,富国国家安全主题混合C
012966,招商瑞泰1年持有混合C
018054,鹏扬景添一年持有混合A
001116,广发聚安混合C
001850,国泰安益灵活配置混合A
012123,招商金安成长严选混合
011250,嘉实稳裕混合C
011051,天弘裕新混合C
011209,泰康招享混合C
004010,华泰柏瑞鼎利灵活配置混合A
004604,富国新活力灵活配置混合A
010846,南方卓越优选3个月持有期混合A
014333,工银优势领航混合A
020803,东方红量化选股混合发起A
010189,中欧添益一年混合C
013962,华夏创新视野一年持有混合A
021920,国泰海通红利量化选股混合C
024594,财通华晟量化选股混合A
001281,长安鑫利优选混合A
016389,汇安均衡成长混合C
023606,平安鑫瑞混合F
007577,宝盈祥瑞混合C
015017,国泰融丰外延增长混合(LOF)C
023365,南华丰利量化选股混合A
009821,嘉实浦惠6个月持有期混合C
012460,汇添富稳健睿享一年持有混合C
014489,国投瑞银产业升级两年持有混合C
003495,鹏华弘尚混合A
003592,华泰柏瑞享利混合C
011140,广发聚鸿六个月持有期混合E
011936,华夏阿尔法精选混合A
270007,广发大盘成长混合
010314,大摩内需增长混合A
013657,同泰同欣混合A
011357,华泰柏瑞品质成长混合A
011530,泓德优质治理灵活配置混合
012668,国联景泓一年持有混合C
011231,光大锦弘混合A
016766,中欧行业景气一年持有混合A
450003,国富潜力组合混合A
004252,国泰安益灵活配置混合C
001349,富国改革动力混合
519068,汇添富成长焦点混合
009205,兴银丰运稳益回报混合A
012944,广发稳睿六个月持有混合C
010216,中欧达益稳健一年混合C
011532,工银聚丰混合A
002458,国泰民利策略收益混合
011527,博时恒悦6个月持有混合A
011348,易方达宁易一年持有混合C
014657,中欧融享增益一年持有期混合A
017553,交银瑞鑫六个月持有期混合C
017005,中银价值混合C
022049,国泰安益灵活配置混合E
002639,天弘价值精选混合发起A
009244,国寿安保稳丰6个月持有混合A
011095,博时恒泽混合A
011845,博时周期优选混合A
011834,大成投资严选六月持有混合A
013769,博时稳益9个月持有混合A
001711,安信新趋势混合C
519019,大成景阳领先混合A
008893,创金合信鑫利混合A
024923,招商资管智达红利优选混合发起A
001190,鹏华弘润混合A
008666,国泰鑫利一年持有期混合A
009840,东财量化精选A
016040,华安新动力灵活配置混合C
023526,凯石元鑫混合发起式A
540001,汇丰晋信2016周期混合A
009388,嘉实稳福混合C
011004,永赢鑫盛混合A
015697,华夏磐润两年定开混合A
023667,汇丰晋信2016周期混合D
003154,华宝新活力混合C
025599,国泰海通新锐量化选股混合C
410003,华富成长趋势混合A
010242,平安稳健增长混合A
011551,湘财创新成长一年持有期混合C
001331,鹏华弘信混合A
009687,华夏磐利一年定开混合C
011522,鹏扬景源一年持有混合C
011387,工银宁瑞6个月持有期混合A
013210,金鹰大视野混合C
018754,兴业均衡优选混合A
021334,信澳国企智选混合C
009206,兴银丰运稳益回报混合C
013939,汇泉策略优选混合C
020658,信澳红利智选混合C
019698,招商安泽稳利9个月持有期混合A
009475,汇丰晋信慧盈混合
008894,创金合信鑫利混合C
013041,鹏扬景浦一年持有混合A
022258,鹏华弘尚混合E
519613,银河君尚混合A
005711,永赢惠添利灵活配置混合
013969,华夏永利一年持有混合A
012256,安信丰穗一年持有混合A
004084,国联安鑫隆混合C
012949,东方红招瑞甄选18个月持有混合A
017507,东兴连众一年持有期混合A
022076,平安鑫瑞混合E
004011,华泰柏瑞鼎利灵活配置混合C
009381,汇安核心资产混合A
014094,南方誉盈一年持有混合A
001355,广发聚泰混合A
260116,景顺长城核心竞争力混合A
009423,招商瑞信稳健配置混合A
010404,博道盛利6个月持有期混合
011789,工银聚益混合C
003496,鹏华弘尚混合C
001303,银华稳利灵活配置混合A
005014,泰康景泰回报混合A
009611,兴全汇享一年持有混合A
014996,中欧量化先锋混合C
011073,鹏华安润混合A
006006,诺安鼎利混合C
009156,海富通富泽混合A
011290,前海联合添瑞一年持有混合A
008869,大成恒享混合A
690005,民生加银内需增长混合
008811,鹏华科技创新混合
002543,长城久益混合A
004130,国联安鑫汇混合C
160805,长盛同智优势混合(LOF)
010058,天弘荣创一年持有混合A
010659,民生加银质量领先混合A
011442,创金合信鑫瑞混合A
011516,嘉实浦盈一年持有期混合A
012121,华夏永润六个月持有混合A
013191,国联景惠混合C
001695,泓德泓业混合
009133,汇安嘉利混合A
010385,华安汇嘉精选混合A
015233,银华富裕主题混合C
019216,天弘价值精选混合发起C
005357,富国国企改革灵活配置混合
009716,博时恒盛持有期混合A
009260,民生加银聚利6个月混合A
013995,嘉实融惠混合A
021820,嘉实新思路混合C
017151,华夏泰兴混合C
022284,鹏华弘信混合E
010831,国泰通利9个月持有期混合C
013144,富国安诚回报12个月持有期混合C
014029,浦银红利精选混合C
001566,南方利达A
008091,中信保诚红利精选混合A
004852,广发价值回报混合A
022281,鹏华弘润混合E
519768,交银优选回报灵活配置混合A
004139,中邮军民融合灵活配置混合A
011851,天弘先进制造混合A
014199,建信沃信一年持有混合A
018055,鹏扬景添一年持有混合C
021181,中欧价值精选混合A
160323,华夏磐泰混合(LOF)A
012250,安信平衡增利混合A
160518,博时睿远
005652,国富天颐混合A
011508,易方达悦弘一年持有期混合A
012578,富国红利混合A
003126,长信易进混合A
003127,长信易进混合C
008119,鹏华金享混合A
009822,鹏华招华一年持有期混合A
001165,中欧琪和灵活配置混合C
009245,国寿安保稳丰6个月持有混合C
010916,交银臻选回报混合A
013770,博时稳益9个月持有混合C
016570,嘉实价值丰润混合A
080005,长盛量化红利混合A
012292,泰康鼎泰一年持有期混合A
015635,汇安价值先锋混合A
024595,财通华晟量化选股混合C
001191,鹏华弘润混合C
003169,长盛盛辉混合A
010981,兴全汇虹一年持有混合A
014317,广发价值领航一年持有混合A
001567,南方利达C
001657,长安鑫富领先混合A
519937,长信先锐混合A
009612,兴全汇享一年持有混合C
005901,诺安汇利混合A
013658,同泰同欣混合C
001156,申万菱信新能源汽车主题灵活配置混合A
009077,红土创新稳进混合A
011139,广发聚鸿六个月持有期混合C
012278,国泰佳益混合C
013360,华夏磐泰混合C
021591,兴全竞争优势混合C
001332,鹏华弘信混合C
002323,银华稳利灵活配置混合C
014869,大摩内需增长混合C
018946,招商安益灵活配置混合C
004100,鹏华安益增强混合D
167003,平安鼎弘混合(LOF)A
010056,平安瑞兴1年持有混合A
006624,中泰玉衡价值优选混合A
002544,长城久益混合C
161225,国投瑞银瑞盈混合(LOF)A
004605,富国新活力灵活配置混合C
014697,南方誉稳一年持有混合A
021975,创金合信红利甄选量化选股混合A
024924,招商资管智达红利优选混合发起C
002049,融通新机遇灵活配置混合
002072,长安鑫利优选混合C
002018,鹏华弘安混合A
010229,平安鼎弘混合(LOF)D
010228,平安鼎弘混合(LOF)C
011528,博时恒悦6个月持有混合C
010797,长城优选回报六个月持有混合A
014658,中欧融享增益一年持有期混合C
020804,东方红量化选股混合发起C
022578,天弘价值精选混合发起E
420005,天弘周期策略混合A
011232,光大锦弘混合C
011533,工银聚丰混合C
015564,大成弘远回报一年持有混合A
017772,大成景阳领先混合C
024596,财通成长量化选股混合A
013387,长城价值领航混合A
012257,安信丰穗一年持有混合C
014542,华安新能源主题混合C
001581,华安沪港深通精选灵活配置混合A
017508,东兴连众一年持有期混合C
023366,南华丰利量化选股混合C
005399,长信量化价值驱动混合A
002015,南方荣光A
009990,华泰柏瑞品质优选A
017998,中欧融恒平衡混合A
017617,华泰柏瑞招享6个月持有期混合A
206001,鹏华弘泰A
005015,泰康景泰回报混合C
010018,招商瑞泽一年持有期混合A
013694,弘毅远方久盈混合A
019242,汇丰晋信2016周期混合C
009078,红土创新稳进混合C
011074,鹏华安润混合C
011358,华泰柏瑞品质成长混合C
011096,博时恒泽混合C
519039,长盛同德主题混合
019660,永赢鑫盛混合C
020383,华富成长趋势混合C
024908,诺安汇利混合D
000597,中海积极收益混合
519769,交银优选回报灵活配置混合C
005371,中加心悦混合A
005949,鑫元行业轮动混合A
011388,工银宁瑞6个月持有期混合C
024455,银华成长智选混合A
002622,广发稳裕混合A
019699,招商安泽稳利9个月持有期混合C
008831,海富通安益对冲混合A
010847,南方卓越优选3个月持有期混合C
013042,鹏扬景浦一年持有混合C
015272,博时恒益稳健一年持有期混合A
009130,鹏扬景恒六个月持有混合A
022373,鹏华金享混合C
002668,兴业聚丰混合A
009984,鹏华启航混合
012950,东方红招瑞甄选18个月持有混合C
013970,华夏永利一年持有混合C
022190,鹏华金城混合C
023417,天弘荣创一年持有混合E
002016,南方荣光C
002783,东方红价值精选混合A
003170,长盛盛辉混合C
002690,前海开源恒泽混合A
009064,鹏扬景沃六个月持有期混合A
009015,泓德睿享一年持有期混合A
015731,景顺长城核心竞争力混合C
020052,博时惠泽混合发起式A1
001356,广发聚泰混合C
161232,国投瑞银瑞盛混合(LOF)A
009804,国泰研究优势混合A
013189,嘉实稳健添利一年持有混合
008456,招商瑞阳混合A
009525,广发聚荣一年持有混合A
011443,创金合信鑫瑞混合C
012010,富国泰享回报6个月持有混合A
010852,中欧内需成长混合A
015698,华夏磐润两年定开混合C
005372,中加心悦混合C
009261,民生加银聚利6个月混合C
009157,海富通富泽混合C
008870,大成恒享混合C
005664,鹏扬景欣混合A
166108,信澳量化多因子混合(LOF)C
018755,兴业均衡优选混合C
010219,汇添富稳健添益一年持有混合
011963,广发稳裕混合C
012122,华夏永润六个月持有混合C
018005,光大新增长混合C
022369,鹏华安益增强混合A
009134,汇安嘉利混合C
010057,平安瑞兴1年持有混合C
011517,嘉实浦盈一年持有期混合C
013963,华夏创新视野一年持有混合C
018465,嘉实稳健添翼一年持有混合A
011291,前海联合添瑞一年持有混合C
010543,中加科鑫混合A
010660,民生加银质量领先混合C
011572,鹏华安荣混合A
519614,银河君尚混合C
013996,嘉实融惠混合C
023770,平安鼎弘混合(LOF)E
001384,东方新思路混合A
002714,鹏华金城混合D
011846,博时周期优选混合C
002691,前海开源恒泽混合C
008667,国泰鑫利一年持有期混合C
009382,汇安核心资产混合C
009558,嘉实稳惠6个月持有期混合A
014678,永赢添添悦6个月持有混合A
023527,凯石元鑫混合发起式C
004853,广发价值回报混合C
008092,中信保诚红利精选混合C
009424,招商瑞信稳健配置混合C
000030,长城核心优选混合A
233006,大摩领先优势混合
001775,鹏华弘泰C
009717,博时恒盛持有期混合C
008757,九泰聚鑫混合A
011852,天弘先进制造混合C
011937,华夏阿尔法精选混合C
014200,建信沃信一年持有混合C
013695,弘毅远方久盈混合C
012253,鹏扬景润一年持有混合A
018212,兴银稳惠180天持有期混合A
000362,国泰聚信价值优势混合A
006424,嘉合锦程混合A
010243,平安稳健增长混合C
011576,鹏华安诚混合A
022243,中邮军民融合灵活配置混合C
007835,国泰鑫睿混合
010386,华安汇嘉精选混合C
011784,天弘招添利混合发起A
014334,工银优势领航混合C
021182,中欧价值精选混合C
014698,南方誉稳一年持有混合C
008416,鹏扬景瑞三年持有混合A
022370,鹏华安益增强混合C
002027,中加心享混合A
002019,鹏华弘安混合C
011509,易方达悦弘一年持有期混合C
024431,富国均衡配置混合A
009823,鹏华招华一年持有期混合C
018464,光大睿盈混合C
020155,长盛量化红利混合C
004436,汇添富年年泰定开混合A
005950,鑫元行业轮动混合C
012293,泰康鼎泰一年持有期混合C
014852,嘉实添惠一年持有期混合A
017224,国泰悦益六个月持有混合A
004142,招商盛合灵活混合A
011246,嘉实阿尔法优选混合A
010982,兴全汇虹一年持有混合C
014318,广发价值领航一年持有混合C
010547,博时恒进持有期混合A
004988,人保双利A
003028,安信新优选混合A
004143,招商盛合灵活混合C
008833,银华汇盈一年持有期混合A
014095,南方誉盈一年持有混合C
014462,光大汇佳混合A
005311,万家经济新动能混合A
018213,兴银稳惠180天持有期混合C
001218,国投瑞银精选收益混合A
015373,浙商智选新兴产业混合A
360006,光大新增长混合A
002135,广发鑫源混合A
004437,汇添富年年泰定开混合C
013912,中欧招益稳健一年持有混合A
016090,中泰玉衡价值优选混合C
022189,鹏华金城混合A
022739,申万菱信新能源汽车主题灵活配置混合C
011785,天弘招添利混合发起C
016767,中欧行业景气一年持有混合C
019692,信澳鑫悦智选6个月持有期混合A
012251,安信平衡增利混合C
016796,长安鑫富领先混合C
001339,兴银鼎新灵活配置A
002533,中加心享混合C
007689,国投瑞银新能源混合A
010798,长城优选回报六个月持有混合C
015273,博时恒益稳健一年持有期混合C
003456,信澳新目标灵活配置混合A
011835,大成投资严选六月持有混合C
015458,天弘周期策略混合C
004495,博时量化平衡混合A
009841,东财量化精选C
015636,汇安价值先锋混合C
017265,招商瑞成1年持有期混合A
017549,平安策略回报混合A
024597,财通成长量化选股混合C
004648,南方安睿混合A
012297,东兴宸瑞量化混合A
013747,兴业聚丰混合C
001250,天弘新活力混合发起A
003029,安信新优选混合C
008918,长信先锐混合C
008758,九泰聚鑫混合C
009669,长信量化价值驱动混合C
010019,招商瑞泽一年持有期混合C
008317,光大睿盈混合A
017618,华泰柏瑞招享6个月持有期混合C
005523,泰康颐年混合A
010545,中加聚隆持有期混合A
013393,信澳价值精选混合A
002249,招商境远灵活配置混合
002009,中欧瑾通灵活配置混合A
501022,银华鑫盛灵活配置混合(LOF)A
013367,汇添富多元价值发现混合A
018449,中欧瑾通灵活配置混合E
022194,鹏华安诚混合E
005653,国富天颐混合C
012579,富国红利混合C
